date,symbol,prev_close,open,high,low,close,volume
2026-06-08,GBLBS,31.98,786.00,793.80,771.50,780.00,"2,933,841.40"
2026-06-08,GCIL,35.43,418.00,424.90,416.40,418.00,"6,639,936.80"
2026-06-08,GFCL,45.61,660.00,675.00,649.10,669.00,"33,097,078.80"
2026-06-08,GHL,23.26,240.00,240.00,235.00,235.00,"10,427,280.30"
2026-06-08,GIBF1,27.71,10.80,11.00,10.80,11.00,"21,741.00"
2026-06-08,GILB,24.69,"1,111.10","1,130.00","1,111.10","1,130.00","404,995.10"
2026-06-08,GLBSL,28.65,"1,761.10","1,813.90","1,761.10","1,813.90","493,589.70"
2026-06-08,GLH,29.11,270.90,270.90,264.40,265.00,"9,327,247.30"
2026-06-08,GMFBS,21.76,"1,299.00","1,299.00","1,272.20","1,297.90","62,525.00"
2026-06-08,GMFIL,48.88,459.00,507.00,459.00,495.50,"34,484,099.20"
2026-06-08,GMLI,45.02,"1,353.00","1,380.00","1,322.10","1,329.00","3,467,663.40"
2026-06-08,GRDBL,25.76,"1,060.00","1,099.90","1,060.00","1,065.00","8,857,638.20"
2026-06-08,GSY,30.68,10.00,10.03,9.76,10.02,"25,950.00"
2026-06-08,GUFL,47.17,578.00,581.00,568.00,581.00,"33,073,141.90"
2026-06-08,GVL,28.92,489.00,497.00,489.00,490.00,"7,754,514.00"
2026-06-08,H8020,27.71,11.80,12.16,11.80,12.16,"15,429.00"
2026-06-08,HATHY,27.44,791.00,791.00,780.00,787.00,"3,534,250.70"
2026-06-08,HBL,28.18,201.00,202.00,200.00,201.00,"10,874,591.90"
2026-06-08,HBLD83,21.06,"1,035.00","1,035.00","1,035.00","1,036.10","3,108.30"
2026-06-08,HDHPC,22.34,224.00,224.00,218.20,218.90,"33,282,438.10"
2026-06-08,HDL,27.20,"1,175.00","1,177.00","1,166.00","1,168.00","23,662,507.70"
2026-06-08,HEI,41.15,570.00,573.90,550.00,565.00,"7,877,277.30"
2026-06-08,HEIP,41.81,360.00,360.00,352.00,352.00,"7,120.00"
2026-06-08,HFIN,25.84,925.00,925.00,875.30,886.00,"87,534,480.10"
2026-06-08,HHL,28.08,360.00,367.00,355.00,358.30,"13,974,885.90"
2026-06-08,HIDCL,28.07,265.50,269.50,264.00,265.00,"16,333,229.10"
2026-06-08,HIDCLP,27.15,202.00,202.70,200.00,201.40,"22,939,715.80"
2026-06-08,HIMSTAR,23.54,860.00,860.00,837.00,846.00,"5,153,782.90"
2026-06-08,HLBSL,39.57,887.00,899.90,883.30,899.90,"110,835.20"
2026-06-08,HLI,30.51,344.00,348.00,340.50,341.90,"13,335,359.10"
2026-06-08,HLICF,41.85,9.00,9.37,9.00,9.35,"155,274.00"
2026-06-08,HPPL,29.89,373.00,380.00,373.00,374.20,"12,371,967.20"
2026-06-08,HRL,44.07,631.10,679.00,631.10,661.00,"52,201,593.90"
2026-06-08,HURJA,22.11,255.10,257.50,250.10,252.50,"10,724,763.20"
2026-06-08,ICFC,47.77,642.90,657.70,642.90,649.00,"29,514,112.90"
2026-06-08,ICFCD88,43.19,"1,157.00","1,157.00","1,157.00","1,157.00","28,925.00"
2026-06-08,ICFCD89,39.71,"1,095.00","1,097.00","1,090.00","1,105.00","54,800.00"
2026-06-08,IGI,40.50,461.00,474.80,460.00,460.70,"6,685,600.10"
2026-06-08,IHL,24.68,402.00,408.90,400.50,402.00,"6,979,599.50"
2026-06-08,ILBS,31.03,915.10,929.60,914.00,916.00,"6,039,995.10"
2026-06-08,ILI,27.93,448.90,449.00,441.00,441.50,"3,830,028.40"
2026-06-08,JBBL,27.13,355.00,364.70,355.00,359.90,"14,012,956.50"
2026-06-08,JBLB,25.34,"1,300.00","1,310.00","1,290.60","1,297.00","3,396,828.70"
2026-06-08,JFL,50.11,422.00,433.00,421.00,428.60,"8,510,870.90"
2026-06-08,JHAPA,27.39,"1,320.40","1,391.00","1,320.40","1,380.00","26,432,066.70"
2026-06-08,JOSHI,35.80,283.00,283.00,277.50,278.00,"3,098,015.00"
2026-06-08,JSLBB,31.69,"1,096.00","1,096.00","1,095.00","1,095.00","76,700.00"
2026-06-08,KBL,28.33,217.50,217.50,214.00,215.40,"46,454,140.30"
2026-06-08,KBLD86,25.12,"1,180.00","1,180.00","1,180.00","1,180.00","11,800.00"
2026-06-08,KBLD90,18.40,"1,210.00","1,210.00","1,210.00","1,206.00","9,648.00"
2026-06-08,KBSH,20.88,"1,550.00","1,550.00","1,530.00","1,543.00","46,230.00"
